iso_code,continent,location,date,new_cases,new_cases_per_million,total_deaths_per_million,reproduction_rate,icu_patients_per_million,hosp_patients_per_million,new_tests_per_thousand,positive_rate,tests_per_case,people_fully_vaccinated_per_hundred,stringency_index
CAN,North America,Canada,6/29/2021,628,16.459,688.638,0.71,11.479,23.798,1.614,0.0103,96.8,29.4600,69.91
CAN,North America,Canada,6/30/2021,550,14.415,689.189,0.72,11.375,23.064,1.646,0.0098,101.9,30.9000,69.91
CAN,North America,Canada,7/1/2021,276,7.234,689.687,0.72,11.401,22.88,1.734,0.0089,112.4,32.0000,69.91
CAN,North America,Canada,7/2/2021,656,17.193,690.316,0.74,10.588,19.761,1.652,0.0091,110.3,33.3400,69.91
CAN,North America,Canada,7/3/2021,385,10.09,690.578,0.76,10.143,20.259,1.173,0.0087,115,34.2100,69.91
CAN,North America,Canada,7/4/2021,293,7.679,690.892,0.77,9.959,18.713,0.107,0.0085,118.1,34.9800,69.91
CAN,North America,Canada,7/5/2021,573,15.018,691.102,0.78,9.435,18.32,2.552,0.0084,119,36.4000,69.91
CAN,North America,Canada,7/6/2021,405,10.615,691.443,0.79,9.252,19.552,1.121,0.0082,121.4,37.5600,69.91
CAN,North America,Canada,7/7/2021,560,14.677,691.6,0.81,8.885,19.499,1.63,0.0083,120.8,38.7600,69.91
CAN,North America,Canada,7/8/2021,523,13.707,692.072,0.82,8.78,18.477,1.736,0.0089,112.1,40.2400,69.91
CAN,North America,Canada,7/9/2021,534,13.996,692.439,0.83,8.439,17.979,1.688,0.0086,116.7,41.5400,69.91
CAN,North America,Canada,7/10/2021,347,9.094,692.674,0.84,8.308,17.403,1.275,0.0084,119.2,42.4100,69.91
CAN,North America,Canada,7/11/2021,269,7.05,692.884,0.85,8.361,16.171,0.124,0.0083,120.3,43.0800,69.91
CAN,North America,Canada,7/12/2021,454,11.899,692.963,0.85,8.334,15.83,3.178,0.0075,132.7,44.2700,69.91
CAN,North America,Canada,7/13/2021,365,9.566,693.251,0.86,8.046,16.433,2.894,0.0064,156.6,45.2600,69.91
CAN,North America,Canada,7/14/2021,324,8.492,693.461,0.88,7.601,16.171,1.292,0.0061,165.1,46.2600,69.91
CAN,North America,Canada,7/15/2021,447,11.715,693.828,0.91,7.155,15.647,1.72,0.0059,169.5,47.2900,69.91
CAN,North America,Canada,7/16/2021,366,9.592,694.273,0.94,6.788,15.411,1.786,0.0055,182,48.3000,60.65
CAN,North America,Canada,7/17/2021,347,9.094,694.378,0.97,6.605,14.965,1.223,0.0055,181.2,49.0100,65.37
CAN,North America,Canada,7/18/2021,291,7.627,694.561,1,6.605,13.996,0.105,0.0056,179.4,49.5400,65.32
CAN,North America,Canada,7/19/2021,565,14.808,694.666,1.02,6.552,13.602,2.863,0.006,167.6,50.5400,65.23
CAN,North America,Canada,7/20/2021,355,9.304,694.771,1.05,6.526,14.074,1.054,0.007,142.2,51.3300,65.16
CAN,North America,Canada,7/21/2021,538,14.1,694.876,1.08,6.5,13.629,1.228,0.0076,130.9,52.2300,65.07
CAN,North America,Canada,7/22/2021,394,10.326,695.243,1.12,6.343,13.707,1.573,0.0076,131.4,53.1200,64.99
CAN,North America,Canada,7/23/2021,595,15.594,695.584,1.16,6.133,13.262,1.486,0.0085,117.9,53.9500,64.91
CAN,North America,Canada,7/24/2021,374,9.802,695.715,1.19,6.054,12.869,0.945,0.0088,113.5,54.5200,64.86
CAN,North America,Canada,7/25/2021,294,7.705,695.819,1.23,5.976,11.846,0.107,0.0088,113.4,54.9700,64.82
CAN,North America,Canada,7/26/2021,944,24.741,695.924,1.27,5.897,11.951,3.038,0.0097,103,55.8900,64.73
CAN,North America,Canada,7/27/2021,594,15.568,696.134,1.29,5.976,12.475,1.019,0.0104,96,56.5300,64.68
CAN,North America,Canada,7/28/2021,843,22.094,696.396,1.32,5.714,12.004,1.177,0.0113,88.3,57.1400,64.62
CAN,North America,Canada,7/29/2021,931,24.4,696.553,1.34,5.74,11.899,1.527,0.0129,77.6,57.7500,64.56
CAN,North America,Canada,7/30/2021,905,23.719,696.973,1.35,5.425,11.715,1.507,0.0137,72.8,58.3200,64.51
CAN,North America,Canada,7/31/2021,472,12.371,697.13,1.36,5.268,11.637,1.632,0.0131,76.6,58.7300,64.47
CAN,North America,Canada,8/1/2021,380,9.959,697.182,1.38,5.216,10.982,1.277,0.0119,84.1,59.0600,64.44
CAN,North America,Canada,8/2/2021,336,8.806,697.209,1.41,5.216,11.27,1.041,0.0127,78.5,59.2700,64.42
CAN,North America,Canada,8/3/2021,2030,53.204,697.366,1.47,5.137,11.217,0.909,0.017,58.7,59.9000,60.65
CAN,North America,Canada,8/4/2021,1093,28.646,697.654,1.48,5.294,12.449,1.608,0.017,59,60.2600,60.62
CAN,North America,Canada,8/5/2021,1590,41.672,698.152,1.49,5.242,12.58,1.421,0.019,52.7,60.6600,60.58
CAN,North America,Canada,8/6/2021,1625,42.589,698.598,1.49,5.294,12.79,1.783,0.0204,49,61.0400,62.81
CAN,North America,Canada,8/7/2021,719,18.844,698.833,1.48,5.32,13.498,1.379,0.0216,46.2,61.3100,62.8
CAN,North America,Canada,8/8/2021,729,19.106,698.991,1.48,5.399,12.109,0.129,0.0257,38.9,61.5300,62.79
CAN,North America,Canada,8/9/2021,2857,74.879,699.227,1.49,5.294,12.921,3.434,0.0262,38.2,61.9300,61.04
CAN,North America,Canada,8/10/2021,1417,37.138,699.358,1.46,5.425,13.419,1.196,0.024,41.7,62.2200,61.02
CAN,North America,Canada,8/11/2021,2079,54.488,699.489,1.45,5.74,13.891,1.445,0.0268,37.4,62.5000,60.99
CAN,North America,Canada,8/12/2021,2162,56.664,699.594,1.44,6.107,14.965,1.939,0.0269,37.2,62.8200,60.97
CAN,North America,Canada,8/13/2021,2438,63.897,699.751,1.42,6.159,15.28,1.89,0.0285,35.1,63.1100,60.94
CAN,North America,Canada,8/14/2021,1072,28.096,699.829,1.41,6.185,15.725,1.431,0.0292,34.3,63.3600,60.92
CAN,North America,Canada,8/15/2021,929,24.348,699.803,1.4,6.316,14.651,0.125,0.0296,33.8,63.5600,60.91
CAN,North America,Canada,8/16/2021,3917,102.66,699.908,1.39,6.841,15.647,3.208,0.0327,30.6,63.9100,60.88
CAN,North America,Canada,8/17/2021,1974,51.736,700.301,1.37,7.181,18.005,1.741,0.0324,30.8,64.1900,60.85
CAN,North America,Canada,8/18/2021,2596,68.038,701.402,1.35,7.548,18.503,1.519,0.0334,30,64.4400,60.83
CAN,North America,Canada,8/19/2021,2902,76.058,701.979,1.34,7.443,19.473,1.998,0.0348,28.7,64.7000,60.81
CAN,North America,Canada,8/20/2021,3030,79.413,702.136,1.33,7.941,20.495,2.033,0.0357,28,64.9400,60.79
CAN,North America,Canada,8/21/2021,1464,38.37,702.162,1.32,7.81,21.02,2.081,0.0347,28.8,65.1300,60.77
CAN,North America,Canada,8/22/2021,1191,31.215,702.214,1.31,8.02,20.259,1.693,0.0314,31.9,65.2900,60.76
CAN,North America,Canada,8/23/2021,4808,126.012,702.791,1.3,9.042,22.147,1.502,0.0375,26.7,65.5300,60.74
CAN,North America,Canada,8/24/2021,2491,65.286,703.682,1.29,9.226,25.161,1.896,0.0381,26.3,65.7500,60.72
CAN,North America,Canada,8/25/2021,3471,90.971,703.866,1.28,9.619,25.973,1.63,0.0395,25.3,65.9300,64.41
CAN,North America,Canada,8/26/2021,3554,93.146,704.101,1.27,10.169,27.546,2.188,0.0403,24.8,66.1500,68.07
CAN,North America,Canada,8/27/2021,3768,98.755,704.783,1.26,10.353,28.62,2.226,0.0411,24.3,66.3400,68.07
CAN,North America,Canada,8/28/2021,1676,43.926,704.993,1.26,10.536,29.931,2.349,0.0407,24.5,66.4900,68.06
CAN,North America,Canada,8/29/2021,1434,37.584,705.071,1.25,10.431,26.497,2.114,0.04,25,66.6100,68.06
CAN,North America,Canada,8/30/2021,6390,167.475,705.517,1.24,11.322,29.249,1.845,0.0419,23.9,66.8200,68.05
CAN,North America,Canada,8/31/2021,3192,83.659,705.884,1.22,11.846,33.809,1.663,0.0439,22.8,66.9600,68.05
CAN,North America,Canada,9/1/2021,4000,104.836,706.67,1.21,12.187,35.434,1.73,0.0446,22.4,67.1200,68.04
CAN,North America,Canada,9/2/2021,4060,106.408,707.43,1.2,12.397,35.644,2.295,0.0452,22.1,67.2700,69.89
CAN,North America,Canada,9/3/2021,4226,110.759,707.823,1.19,12.816,37.112,2.317,0.0457,21.9,67.4300,69.89
CAN,North America,Canada,9/4/2021,1713,44.896,708.085,1.18,12.869,36.745,2.325,0.0459,21.8,67.5500,69.88
CAN,North America,Canada,9/5/2021,1801,47.202,708.216,1.18,13.131,35.618,2.074,0.0467,21.4,67.6500,69.88
CAN,North America,Canada,9/6/2021,1504,39.418,708.295,1.17,13.786,36.719,1.936,0.0375,26.7,67.7000,69.88
CAN,North America,Canada,9/7/2021,9072,237.767,709.422,1.21,14.86,41.069,1.618,0.0484,20.7,67.8600,66.11
CAN,North America,Canada,9/8/2021,3937,103.184,710.47,1.2,15.673,45.577,1.732,0.0482,20.7,67.9900,66.1
CAN,North America,Canada,9/9/2021,4230,110.864,711.178,1.18,15.647,46.888,2.023,0.0495,20.2,68.1300,63.3
CAN,North America,Canada,9/10/2021,4646,121.766,712.121,1.17,16.145,47.805,2.526,0.0495,20.2,68.2700,63.29
CAN,North America,Canada,9/11/2021,1128,29.564,712.541,1.17,16.407,48.355,2.561,0.0477,21,68.3800,63.28
CAN,North America,Canada,9/12/2021,2793,73.201,712.855,1.17,16.564,46.416,2.383,0.0484,20.6,68.4800,63.28
CAN,North America,Canada,9/13/2021,8690,227.755,713.904,1.16,17.586,49.98,2.097,0.0605,16.5,68.6200,63.26
CAN,North America,Canada,9/14/2021,4304,112.803,714.559,1.14,18.005,52.732,1.979,0.0509,19.6,68.7300,66.96
CAN,North America,Canada,9/15/2021,4457,116.813,715.66,1.12,18.084,54.279,2.192,0.0503,19.9,68.8500,66.95
CAN,North America,Canada,9/16/2021,4637,121.531,716.184,1.11,18.425,54.803,2.856,0.0484,20.7,68.9900,66.94
CAN,North America,Canada,9/17/2021,5050,132.355,717.363,1.1,18.661,55.72,2.938,0.0479,20.9,69.1400,66.92
CAN,North America,Canada,9/18/2021,1998,52.365,717.73,1.09,18.451,55.537,3.01,0.0479,20.9,69.2500,65.06
CAN,North America,Canada,9/19/2021,1817,47.622,718.018,1.08,18.477,54.016,2.684,0.0457,21.9,69.3400,65.05
CAN,North America,Canada,9/20/2021,8566,224.505,719.041,1.07,19.001,55.694,2.528,0.0444,22.5,69.5100,65.04
CAN,North America,Canada,9/21/2021,3871,101.455,720.456,1.05,19.001,60.228,2.182,0.0433,23.1,69.6500,65.03
CAN,North America,Canada,9/22/2021,4137,108.426,721.74,1.04,19.63,60.752,2.375,0.0424,23.6,69.7800,65.02
CAN,North America,Canada,9/23/2021,4572,119.827,722.893,1.04,19.447,61.801,3.064,0.0419,23.9,69.9400,65.84
CAN,North America,Canada,9/24/2021,4527,118.648,723.915,1.04,20.128,62.246,3.323,0.0403,24.8,70.1100,64.99
CAN,North America,Canada,9/25/2021,1253,32.84,724.309,1.04,19.761,62.875,3.154,0.039,25.6,70.2300,64.98
CAN,North America,Canada,9/26/2021,1112,29.144,724.571,1.04,19.735,59.625,2.525,0.0384,26.1,70.3500,64.97
CAN,North America,Canada,9/27/2021,10851,284.393,725.986,1.05,20.548,59.547,2.215,0.0422,23.7,70.5100,64.96
CAN,North America,Canada,9/28/2021,3627,95.06,727.454,1.03,20.417,65.575,3.106,0.0399,25.1,70.6100,64.95
CAN,North America,Canada,9/29/2021,4418,115.791,729.131,1.01,20.391,64.526,2.377,0.0403,24.8,70.7500,64.94
CAN,North America,Canada,9/30/2021,3748,98.231,730.258,1,20.443,65.548,3.084,0.0391,25.6,70.8900,64.92
CAN,North America,Canada,10/1/2021,5192,136.076,731.804,0.99,19.761,64.107,3.234,0.0402,24.9,71.0300,64.91
CAN,North America,Canada,10/2/2021,1872,49.063,732.433,0.98,19.709,63.819,3.166,0.041,24.4,71.1300,64.9
CAN,North America,Canada,10/3/2021,1464,38.37,732.643,0.97,19.919,61.04,2.613,0.0413,24.2,71.2200,64.9
CAN,North America,Canada,10/4/2021,7913,207.391,733.927,0.96,20.024,61.407,2.58,0.0367,27.2,71.3700,64.88
CAN,North America,Canada,10/5/2021,2918,76.478,735.185,0.94,19.893,66.099,2.161,0.0375,26.6,71.4800,64.88
CAN,North America,Canada,10/6/2021,3845,100.773,736.81,0.93,19.709,66.44,2.292,0.0369,27.1,71.6100,64.86
CAN,North America,Canada,10/7/2021,4148,108.714,737.57,0.93,19.552,67.173,3.217,0.0372,26.9,71.7200,64.86
CAN,North America,Canada,10/8/2021,4114,107.823,738.75,0.92,19.552,66.937,3.098,0.036,27.8,71.8500,64.84
CAN,North America,Canada,10/9/2021,1755,45.997,738.985,0.91,19.709,66.308,3.171,0.0358,27.9,71.9500,64.84
CAN,North America,Canada,10/10/2021,1569,41.122,739.195,0.9,19.735,63.661,2.749,0.0357,28,72.0400,64.83
CAN,North America,Canada,10/11/2021,1378,36.116,739.51,0.89,19.526,64.212,2.364,0.0271,36.8,72.0800,64.83
CAN,North America,Canada,10/12/2021,7038,184.458,741.475,0.92,19.421,62.351,1.833,0.0334,30,72.2100,64.81
CAN,North America,Canada,10/13/2021,2715,71.157,743.546,0.91,19.316,64.631,1.829,0.0326,30.7,72.3300,64.8
CAN,North America,Canada,10/14/2021,3355,87.931,744.909,0.91,19.159,64.474,2.197,0.0333,30,72.4700,64.79
CAN,North America,Canada,10/15/2021,3442,90.211,746.141,0.9,19.29,64.133,2.9,0.0327,30.6,72.6000,64.78
CAN,North America,Canada,10/16/2021,1598,41.882,746.507,0.9,19.395,63.216,2.991,0.0328,30.5,72.6800,64.78
CAN,North America,Canada,10/17/2021,1292,33.862,746.796,0.9,19.473,61.014,2.679,0.0325,30.8,72.7600,64.77
CAN,North America,Canada,10/18/2021,5375,140.873,748.657,0.89,19.526,60.176,2.299,0.0389,25.7,72.9100,64.76
CAN,North America,Canada,10/19/2021,2303,60.359,749.679,0.88,18.792,63.085,1.897,0.0313,31.9,73.0100,64.75
CAN,North America,Canada,10/20/2021,2788,73.07,750.753,0.88,18.215,61.04,2.049,0.031,32.2,73.1200,64.74
CAN,North America,Canada,10/21/2021,2870,75.219,751.356,0.88,18.005,60.831,2.712,0.0294,34,73.2400,64.73
CAN,North America,Canada,10/22/2021,2575,67.488,752.981,0.88,17.56,58.682,2.669,0.0285,35.1,73.3600,64.72
CAN,North America,Canada,10/23/2021,1778,46.599,753.4,0.88,17.141,58.367,2.453,0.0297,33.7,73.4400,61.01
CAN,North America,Canada,10/24/2021,1496,39.208,753.505,0.88,16.983,54.619,2.283,0.0307,32.5,73.5000,61.01
CAN,North America,Canada,10/25/2021,3317,86.935,754.973,0.88,16.905,53.361,2.041,0.0279,35.9,73.6600,60.99
CAN,North America,Canada,10/26/2021,1830,47.962,755.916,0.88,16.852,55.904,1.692,0.0275,36.4,73.7700,60.98
CAN,North America,Canada,10/27/2021,2657,69.637,756.965,0.9,16.669,55.091,1.683,0.0279,35.9,73.8700,60.98
CAN,North America,Canada,10/28/2021,2658,69.663,758.197,0.91,16.721,53.676,2.927,0.0271,36.8,73.9800,60.97
CAN,North America,Canada,10/29/2021,2534,66.413,758.826,0.92,16.512,53.125,2.542,0.0273,36.6,74.0800,60.96
CAN,North America,Canada,10/30/2021,1788,46.861,759.14,0.93,16.538,52.863,2.432,0.0274,36.6,74.1500,61.67
CAN,North America,Canada,10/31/2021,1563,40.964,759.271,0.93,16.512,49.797,1.907,0.0281,35.5,74.2100,61.67
CAN,North America,Canada,11/1/2021,3003,78.705,760.686,0.93,15.542,48.696,1.732,0.0282,35.5,74.3200,64.43
CAN,North America,Canada,11/2/2021,1953,51.186,761.551,0.94,15.437,51.763,2.178,0.0275,36.4,74.3800,64.42
CAN,North America,Canada,11/3/2021,2397,62.823,762.547,0.96,15.358,52.077,1.869,0.0267,37.4,74.4700,64.41
CAN,North America,Canada,11/4/2021,2680,70.24,763.071,0.97,14.546,51.029,2.678,0.0272,36.8,74.5600,64.4
CAN,North America,Canada,11/5/2021,2571,67.383,763.543,0.98,14.127,49.928,2.596,0.0272,36.8,74.6500,64.39
CAN,North America,Canada,11/6/2021,1432,37.531,763.727,1,14.205,49.404,2.572,0.0263,38,74.6800,64.39
CAN,North America,Canada,11/7/2021,1233,32.316,764.015,1.01,13.996,46.337,2.379,0.025,40,74.7300,64.38
CAN,North America,Canada,11/8/2021,4520,118.464,765.142,1.03,13.576,44.66,2.144,0.0268,37.3,74.8400,64.37
CAN,North America,Canada,11/9/2021,2505,65.653,765.771,1.03,13.681,48.617,1.889,0.0282,35.5,74.9100,64.36
CAN,North America,Canada,11/10/2021,2728,71.498,766.636,1.02,13.445,46.73,1.926,0.0286,34.9,75.0000,64.35
CAN,North America,Canada,11/11/2021,1618,42.406,767.055,1.02,13.183,46.599,2.734,0.0268,37.3,75.0500,64.34
CAN,North America,Canada,11/12/2021,3828,100.328,768.182,1.04,12.921,44.686,2.512,0.029,34.5,75.1500,64.33
CAN,North America,Canada,11/13/2021,1495,39.182,768.575,1.04,12.973,45.839,2.346,0.0295,33.9,75.1900,64.33
CAN,North America,Canada,11/14/2021,1301,34.098,768.916,1.04,12.973,42.275,2.114,0.0301,33.2,75.2400,64.32
CAN,North America,Canada,11/15/2021,4026,105.517,770.148,1.04,13,41.672,1.943,0.0297,33.7,75.3300,64.31
CAN,North America,Canada,11/16/2021,2107,55.222,770.646,1.04,12.738,46.18,1.786,0.0292,34.3,75.3900,64.31
CAN,North America,Canada,11/17/2021,2613,68.484,771.38,1.04,12.685,45.368,1.843,0.0291,34.3,75.4800,64.3
CAN,North America,Canada,11/18/2021,2838,74.381,772.192,1.05,12.266,44.529,2.926,0.0308,32.4,75.5600,64.29
CAN,North America,Canada,11/19/2021,2755,72.205,772.69,1.06,12.161,43.978,2.605,0.0289,34.7,75.6300,64.28
CAN,North America,Canada,11/20/2021,1866,48.906,772.952,1.07,12.161,44.293,2.466,0.0293,34.2,75.6700,57.97
CAN,North America,Canada,11/21/2021,1470,38.527,773.136,1.08,12.266,39.549,2.218,0.0293,34.1,75.7000,57.97
CAN,North America,Canada,11/22/2021,4165,109.16,773.869,1.09,12.397,39.156,2.097,0.0293,34.1,75.7900,64.26
CAN,North America,Canada,11/23/2021,2378,62.325,774.63,1.09,12.371,43.821,1.743,0.0298,33.5,75.8300,64.26
CAN,North America,Canada,11/24/2021,2797,73.306,775.285,1.1,12.397,43.323,1.941,0.0299,33.4,75.8600,64.25
CAN,North America,Canada,11/25/2021,4397,115.24,775.809,1.11,12.502,41.331,2.597,0.0332,30.1,75.9300,64.25
CAN,North America,Canada,11/26/2021,3025,79.282,776.281,1.11,12.475,41.096,2.553,0.0337,29.6,75.9900,68.46
CAN,North America,Canada,11/27/2021,2202,57.712,776.543,1.11,12.213,40.598,2.548,0.0341,29.3,76.0200,68.46
CAN,North America,Canada,11/28/2021,1734,45.446,776.674,1.11,12.187,37.059,2.206,0.0346,28.9,76.0500,68.46
CAN,North America,Canada,11/29/2021,3774,98.912,777.644,1.12,12.318,38.16,1.922,0.0343,29.1,76.1100,68.46
CAN,North America,Canada,11/30/2021,2618,68.615,778.089,1.13,12.318,41.462,1.751,0.0347,28.8,76.1500,68.46
CAN,North America,Canada,12/1/2021,3417,89.556,778.797,1.14,12.213,42.406,2.318,0.0349,28.7,76.2100,68.45
CAN,North America,Canada,12/2/2021,3382,88.638,779.4,1.15,12.082,41.253,2.754,0.0329,30.4,76.2500,68.45
CAN,North America,Canada,12/3/2021,3636,95.295,779.924,1.17,11.899,39.995,2.601,0.0338,29.6,76.3000,64.75
CAN,North America,Canada,12/4/2021,2623,68.746,780.16,1.19,12.24,39.785,3.669,0.0322,31,76.3300,64.74
CAN,North America,Canada,12/5/2021,2310,60.543,780.212,1.21,12.292,35.985,2.423,0.0327,30.6,76.3500,64.74
CAN,North America,Canada,12/6/2021,4687,122.841,781.051,1.23,12.397,34.386,2.181,0.0336,29.8,76.4000,61.03
CAN,North America,Canada,12/7/2021,3255,85.31,781.758,1.25,12.213,40.126,2.696,0.0328,30.5,76.4400,61.03
CAN,North America,Canada,12/8/2021,3937,103.184,782.414,1.27,11.689,39.392,2.162,0.0338,29.6,76.4900,61.03
CAN,North America,Canada,12/9/2021,4516,118.359,783.043,1.3,11.611,38.37,2.888,0.0351,28.5,76.5200,61.03
CAN,North America,Canada,12/10/2021,3085,80.854,783.672,1.34,11.506,37.898,3.09,0.0335,29.9,76.5500,61.02
CAN,North America,Canada,12/11/2021,5743,150.518,783.934,1.38,11.401,38.055,3.071,0.039,25.7,76.5800,61.02
CAN,North America,Canada,12/12/2021,3531,92.544,784.17,1.42,11.794,35.487,2.767,0.04,25,76.6000,61.02
CAN,North America,Canada,12/13/2021,6103,159.953,784.746,1.45,12.004,35.696,2.522,0.0412,24.3,76.6500,61.02
CAN,North America,Canada,12/14/2021,5240,137.335,785.48,1.49,12.371,40.1,3.03,0.0432,23.2,76.6800,61.02
CAN,North America,Canada,12/15/2021,7181,188.206,786.135,1.53,12.004,39.654,2.637,0.0464,21.6,76.7200,61.01
CAN,North America,Canada,12/16/2021,7923,207.653,786.607,1.57,11.873,38.291,3.358,0.0497,20.1,76.7400,61.01
CAN,North America,Canada,12/17/2021,10018,262.561,787.131,1.61,11.611,39.392,3.762,0.0567,17.6,76.7800,61.01
CAN,North America,Canada,12/18/2021,8304,217.639,787.341,1.65,11.794,40.65,3.825,0.0578,17.3,76.8100,61.01
CAN,North America,Canada,12/19/2021,8386,219.788,787.472,1.68,12.082,38.999,3.719,0.061,16.4,76.8300,58.87
CAN,North America,Canada,12/20/2021,15450,404.927,787.944,1.71,12.318,38.789,3.65,0.0683,14.6,76.8800,58.87
CAN,North America,Canada,12/21/2021,14141,370.62,788.52,1.73,12.449,42.72,3.612,0.0762,13.1,76.9000,58.87
CAN,North America,Canada,12/22/2021,18900,495.348,789.254,1.74,12.213,43.402,3.528,0.0856,11.7,76.9500,60.72
CAN,North America,Canada,12/23/2021,25965,680.513,789.726,1.74,12.475,44.817,3.957,0.1018,9.8,76.9900,60.72
CAN,North America,Canada,12/24/2021,25184,660.044,790.093,1.72,12.109,46.154,4.673,0.1131,8.8,77.0200,64.41
CAN,North America,Canada,12/25/2021,19026,498.65,790.276,1.7,12.109,46.154,4.749,0.1194,8.4,77.0300,64.41
CAN,North America,Canada,12/26/2021,18174,476.32,790.538,1.67,12.109,46.154,4.635,0.1245,8,77.0300,64.41
CAN,North America,Canada,12/27/2021,22388,586.764,791.246,1.65,12.423,45.42,3.565,0.1312,7.6,77.0400,64.41
CAN,North America,Canada,12/28/2021,28085,736.076,792.006,1.64,13.026,52.392,3.106,0.1465,6.8,77.0600,64.41
CAN,North America,Canada,12/29/2021,55060,1443.061,792.923,1.63,13.078,63.373,3.429,0.1807,5.5,77.0900,64.41
CAN,North America,Canada,12/30/2021,42954,1125.776,793.631,1.58,13.471,73.909,4,0.1963,5.1,77.1200,64.41
CAN,North America,Canada,12/31/2021,42936,1125.304,794.653,1.53,14.258,82.506,2.66,0.2292,4.4,77.1500,68.11
CAN,North America,Canada,1/1/2022,33012,865.207,795.177,1.48,14.546,89.53,2.518,0.2659,3.8,77.1700,68.1
CAN,North America,Canada,1/2/2022,29988,785.952,795.964,1.42,15.044,86.201,0.41,0.3387,3,77.1700,68.1
CAN,North America,Canada,1/3/2022,36321,951.933,796.75,1.37,16.118,94.719,0.38,0.4262,2.3,77.1900,71.81
CAN,North America,Canada,1/4/2022,49267,1291.233,797.693,1.32,17.35,106.382,15.759,0.2603,3.8,77.2500,71.81
CAN,North America,Canada,1/5/2022,39919,1046.232,800.026,1.27,18.372,133.22,3.611,0.2451,4.1,77.2900,71.8
CAN,North America,Canada,1/6/2022,41879,1097.602,801.598,1.23,19.735,144.988,3.822,0.2457,4.1,77.3500,71.8
CAN,North America,Canada,1/7/2022,45491,1192.268,803.774,1.19,20.784,156.755,4.001,0.2371,4.2,77.3800,71.79
CAN,North America,Canada,1/8/2022,29032,760.896,804.586,1.16,22.487,164.749,2.637,0.2327,4.3,77.4200,71.79
CAN,North America,Canada,1/9/2022,26272,688.56,806.316,1.12,23.483,163.937,0.469,0.2291,4.4,77.4500,71.79
CAN,North America,Canada,1/10/2022,58461,1532.197,808.832,1.09,24.034,176.464,9.05,0.1934,5.2,77.5100,71.78
CAN,North America,Canada,1/11/2022,32851,860.988,811.348,1.04,25.685,205.189,3.037,0.2696,3.7,77.5600,71.78
CAN,North America,Canada,1/12/2022,34873,913.982,814.598,1,26.785,217.901,4.395,0.2571,3.9,77.6100,71.78
CAN,North America,Canada,1/13/2022,31587,827.86,817.481,0.96,26.917,228.987,3.898,0.2466,4.1,77.6600,71.77
CAN,North America,Canada,1/14/2022,40510,1061.722,820.967,0.94,27.598,240.886,3.76,0.2439,4.1,77.7300,71.77
CAN,North America,Canada,1/15/2022,18147,475.612,824.662,0.91,28.463,248.015,2.359,0.2359,4.2,77.7800,71.76
CAN,North America,Canada,1/16/2022,15277,400.393,826.392,0.88,29.302,242.17,0.273,0.2268,4.4,77.8200,71.76
CAN,North America,Canada,1/17/2022,41407,1085.231,830.192,0.86,30.062,263.923,7.042,0.2272,4.4,77.8700,68.05
CAN,North America,Canada,1/18/2022,20864,546.822,834.15,0.83,31.058,276.766,4.223,0.2047,4.9,77.8900,64.34
CAN,North America,Canada,1/19/2022,23472,615.175,838.841,0.8,31.32,278.207,2.523,0.2082,4.8,77.9300,71.75
CAN,North America,Canada,1/20/2022,22966,601.913,844.371,0.79,31.529,278.102,2.902,0.2074,4.8,77.9700,71.75
CAN,North America,Canada,1/21/2022,21193,555.445,848.643,0.78,31.346,280.592,2.823,0.1933,5.2,78.0500,71.74
CAN,North America,Canada,1/22/2022,13783,361.237,851.893,0.77,31.896,277.264,1.569,0.1951,5.1,78.1300,71.73
CAN,North America,Canada,1/23/2022,5268,138.068,853.361,0.77,31.844,271.262,0.289,0.1827,5.5,78.2200,71.72
CAN,North America,Canada,1/24/2022,19512,511.388,857.45,0.76,32.027,279.885,5.531,0.1677,6,78.2900,71.72
CAN,North America,Canada,1/25/2022,28967,759.193,863.897,0.77,32.892,284.943,1.859,0.2025,4.9,78.4200,71.71
CAN,North America,Canada,1/26/2022,7654,200.603,866.675,0.76,31.791,286.856,1.983,0.1845,5.4,78.5100,71.7
CAN,North America,Canada,1/27/2022,28400,744.332,874.538,0.76,31.398,276.792,2.588,0.1965,5.1,78.6200,71.69
CAN,North America,Canada,1/28/2022,16539,433.469,878.6,0.76,31.634,273.568,2.305,0.1953,5.1,78.7200,71.68
CAN,North America,Canada,1/29/2022,8436,221.098,881.85,0.76,31.451,270.974,1.495,0.1874,5.3,78.8100,71.68
CAN,North America,Canada,1/30/2022,7290,191.063,883.816,0.75,31.162,261.093,0.19,0.1919,5.2,78.9200,71.67
CAN,North America,Canada,1/31/2022,21281,557.751,887.695,0.75,30.953,257.502,5.169,0.1993,5,79.0600,71.65
CAN,North America,Canada,2/1/2022,11937,312.855,891.94,0.74,30.586,260.673,1.539,0.1743,5.7,79.1400,71.65
CAN,North America,Canada,2/2/2022,15352,402.359,896.527,0.74,29.747,253.492,1.694,0.1911,5.2,79.2500,71.64
CAN,North America,Canada,2/3/2022,13172,345.223,901.009,0.74,29.302,247.045,2.221,0.1686,5.9,79.3500,71.63
CAN,North America,Canada,2/4/2022,13098,343.284,905.176,0.74,28.489,237.924,2.128,0.1644,6.1,79.4500,66.06
CAN,North America,Canada,2/5/2022,6623,173.581,907.771,0.74,27.86,231.372,1.212,0.1644,6.1,79.5200,66.06
