location,date,new_cases_per_million,stringency_index,reproduction_rate
France,1/1/2022,3250.067,43.59,1.54
France,1/2/2022,866.661,43.58,1.51
France,1/3/2022,1000.578,48.23,1.51
France,1/4/2022,4030.524,48.19,1.5
France,1/5/2022,4927.946,48.15,1.49
France,1/6/2022,3897.645,48.11,1.47
France,1/7/2022,4868.055,48.06,1.45
France,1/8/2022,4504.005,48.03,1.43
France,1/9/2022,4391.697,48.02,1.41
France,1/10/2022,1392.661,47.99,1.37
France,1/11/2022,5463.78,47.95,1.34
France,1/12/2022,5365,47.91,1.31
France,1/13/2022,4571.52,47.88,1.29
France,1/14/2022,4885.216,47.84,1.27
France,1/15/2022,4814.156,47.82,1.26
France,1/16/2022,4125.197,47.81,1.24
France,1/17/2022,1515.366,47.79,1.22
France,1/18/2022,6893.432,47.76,1.21
France,1/19/2022,6469.209,47.74,1.19
France,1/20/2022,6332.399,47.71,1.17
France,1/21/2022,5945.404,47.69,1.15
France,1/22/2022,5774.376,47.67,1.13
France,1/23/2022,4473.525,47.67,1.1
France,1/24/2022,1608.985,44.75,1.08
France,1/25/2022,7453.161,44.72,1.05
France,1/26/2022,6335.261,44.69,1.03
France,1/27/2022,5823.277,44.66,1
France,1/28/2022,5243.14,44.62,0.98
France,1/29/2022,4930.112,44.59,0.95
France,1/30/2022,3699.801,44.58,0.93
France,1/31/2022,1281.125,44.56,0.9
France,2/1/2022,6128.222,44.53,0.88
France,2/2/2022,4677.449,44.5,0.85
France,2/3/2022,4069.176,44.47,0.82
France,2/4/2022,3575.228,44.44,0.8
France,2/5/2022,3182.077,44.41,0.78
France,2/6/2022,2305.464,44.4,0.76
France,2/7/2022,682.285,44.38,0.74
France,2/8/2022,3489.469,44.35,0.72
France,2/9/2022,0,44.33,0.7
France,2/10/2022,4942.393,44.3,0.7
France,2/11/2022,1948.563,44.27,0.69
France,2/12/2022,1759.233,44.25,0.68
France,2/13/2022,1283.884,44.25,0.67
France,2/14/2022,392.676,44.23,0.66
France,2/15/2022,0,44.21,0.66
France,2/16/2022,3574.323,29.81,0.67
France,2/17/2022,1371.155,29.79,0.66
France,2/18/2022,1225.698,29.76,0.66
France,2/19/2022,1135.416,29.74,0.66
France,2/20/2022,875.13,29.73,0.67
France,2/21/2022,255.035,29.72,0.67
France,2/22/2022,1444.365,29.71,0.67
France,2/23/2022,991.264,29.69,0.68
France,2/24/2022,990.849,29.67,0.69
France,2/25/2022,862.3,29.65,0.7
France,2/26/2022,795.334,29.64,0.72
France,2/27/2022,631.841,29.64,0.74
France,2/28/2022,199.979,29.62,0.76
France,3/1/2022,1183.501,29.61,0.78
France,3/2/2022,855.759,29.6,0.8
France,3/3/2022,894.1,29.59,0.82
France,3/4/2022,857.124,29.58,0.85
France,3/5/2022,796.15,29.58,0.88
France,3/6/2022,672.303,29.58,0.91
France,3/7/2022,215.004,29.57,0.94
France,3/8/2022,1380.113,29.56,0.97
France,3/9/2022,1026.223,29.56,1
France,3/10/2022,1109.697,29.55,1.03
France,3/11/2022,1073.819,29.55,1.05
France,3/12/2022,1046.009,29.54,1.08
France,3/13/2022,875.619,29.54,1.1
France,3/14/2022,328.646,18.81,1.13
France,3/15/2022,1729.673,18.81,1.15
France,3/16/2022,1614.191,18.8,1.17
France,3/17/2022,1509.107,18.8,1.19
France,3/18/2022,1447.287,18.8,1.2
France,3/19/2022,1455.074,18.8,1.21
France,3/20/2022,1205.586,18.8,1.22
France,3/21/2022,359.393,18.8,1.23
France,3/22/2022,2681.276,18.8,1.24
France,3/23/2022,2284.922,18.8,1.24
France,3/24/2022,2078.565,18.8,1.24
France,3/25/2022,2129.438,18.8,1.23
France,3/26/2022,2069.31,18.8,1.22
France,3/27/2022,1634.096,18.8,1.2
France,3/28/2022,438.759,18.8,1.19
France,3/29/2022,3225.653,18.8,1.18
France,3/30/2022,2506.956,18.8,1.16
France,3/31/2022,2516.938,18.8,1.14
France,4/1/2022,2204.458,18.8,1.12
France,4/2/2022,1959.509,18.8,1.1
France,4/3/2022,1516.805,18.8,1.09
France,4/4/2022,475.186,18.8,1.07
France,4/5/2022,3109.178,18.8,1.06
France,4/6/2022,2238.943,18.8,1.04
France,4/7/2022,2358.637,18.8,1.03
France,4/8/2022,2206.52,18.8,1.01
France,4/9/2022,2101.54,18.8,1
France,4/10/2022,1596.719,18.8,0.98
France,4/11/2022,378.096,18.8,0.96
France,4/12/2022,2829.373,18.8,0.94
France,4/13/2022,2171.784,18.8,0.92
France,4/14/2022,2040.343,18.8,0.91
France,4/15/2022,1859.838,18.8,0.89
France,4/16/2022,1654.994,18.8,0.87
France,4/17/2022,1285.189,18.8,0.85
France,4/18/2022,293.821,18.8,0.82
France,4/19/2022,377.696,18.8,0.8
France,4/20/2022,2309.498,18.8,0.81
France,4/21/2022,1542.627,18.8,0.8
France,4/22/2022,1310.982,18.8,0.8
France,4/23/2022,1195.025,18.79,0.79
France,4/24/2022,874.403,18.79,0.78
France,4/25/2022,208.122,18.79,0.76
France,4/26/2022,1446.086,18.79,0.75
France,4/27/2022,1004.286,18.79,0.74
France,4/28/2022,890.021,18.79,0.73
France,4/29/2022,784.892,18.79,0.73
France,4/30/2022,733.915,18.79,0.73
France,5/1/2022,544.718,18.79,0.73
France,5/2/2022,129.587,18.79,0.73
France,5/3/2022,993.993,18.79,0.72
France,5/4/2022,710.821,18.79,0.72
France,5/5/2022,657.515,18.79,0.73
France,5/6/2022,596.601,18.79,0.74
France,5/7/2022,562.991,18.79,0.75
France,5/8/2022,434.932,18.79,0.75
France,5/9/2022,109.074,18.79,0.76
France,5/10/2022,837.249,18.79,0.76
France,5/11/2022,597.713,18.79,0.77
France,5/12/2022,536.145,18.79,0.78
France,5/13/2022,486.088,18.79,0.79
France,5/14/2022,451.766,18.79,0.8
France,5/15/2022,338.821,18.79,0.81
France,5/16/2022,88.042,18.79,0.81
France,5/17/2022,648.557,18.79,0.82
France,5/18/2022,949.482,18.79,0.83
France,5/19/2022,412.951,18.79,0.83
France,5/20/2022,360.891,18.79,0.83
France,5/21/2022,333.823,18.79,0.83
France,5/22/2022,251.624,18.79,0.83
France,5/23/2022,0,18.79,0.83
France,5/24/2022,475.053,18.79,0.83
France,5/25/2022,326.392,18.79,0.83
France,5/26/2022,314.942,18.79,0.84
France,5/27/2022,71.357,18.79,0.85
France,5/28/2022,349.767,18.79,0.88
France,5/29/2022,243.837,18.79,0.9
France,5/30/2022,69.31,18.79,0.91
France,5/31/2022,521.225,18.79,0.93
France,6/1/2022,388.063,18.79,0.94
France,6/2/2022,376.213,18.79,0.96
France,6/3/2022,372.727,18.79,0.98
France,6/4/2022,373.35,18.79,0.99
France,6/5/2022,304.678,18.79,0.99
France,6/6/2022,91.721,18.79,0.98
France,6/7/2022,173.015,18.79,0.98
France,6/8/2022,797.989,18.79,1.01
France,6/9/2022,595.518,18.79,1.01
France,6/10/2022,1.394,18.79,1
France,6/11/2022,0,18.79,1
France,6/12/2022,0,18.79,1
France,6/13/2022,0,18.79,1
France,6/14/2022,2618.374,18.79,1.04
France,6/15/2022,770.579,18.79,1.08
France,6/16/2022,787.295,18.79,1.12
France,6/17/2022,750.571,18.79,1.16
France,6/18/2022,0,18.78,1.19
France,6/19/2022,0,18.78,1.24
France,6/20/2022,1512.222,18.78,1.29
France,6/21/2022,1413.737,18.78,1.31
France,6/22/2022,1156.403,18.78,1.33
France,6/23/2022,1184.361,18.78,1.34
France,6/24/2022,1175.61,18.78,1.35
France,6/25/2022,0,18.78,1.36
France,6/26/2022,0,18.78,1.38
France,6/27/2022,2444.721,18.78,1.41
France,6/28/2022,2185.503,18.78,1.41
France,6/29/2022,1849.901,18.78,1.4
France,6/30/2022,1977.782,18.78,1.39
France,7/1/2022,1854.973,18.78,1.37
France,7/2/2022,0,18.78,1.35
France,7/3/2022,0,18.78,1.34
France,7/4/2022,3607.843,18.78,1.33
France,7/5/2022,3065.854,18.78,1.31
France,7/6/2022,2293.243,18.78,1.28
France,7/7/2022,2391.875,18.78,1.24
France,7/8/2022,2091.261,18.78,1.21
France,7/9/2022,0,18.78,1.17
France,7/10/2022,0,18.78,1.14
France,7/11/2022,3727.819,18.78,1.1
France,7/12/2022,2703.48,18.78,1.07
France,7/13/2022,1893.18,18.78,1.04
France,7/14/2022,0,18.78,1.01
France,7/15/2022,0,18.78,1
France,7/16/2022,0,18.78,1.02
France,7/17/2022,0,18.78,1.04
France,7/18/2022,5305.716,18.78,1.06
France,7/19/2022,1994.646,18.78,1.02
France,7/20/2022,1334.609,18.78,0.97
France,7/21/2022,1199.445,18.78,0.94
France,7/22/2022,1102.726,18.78,0.9
France,7/23/2022,0,18.78,0.87
France,7/24/2022,0,18.78,0.84
France,7/25/2022,1924.58,18.78,0.8
France,7/26/2022,1302.068,18.78,0.78
France,7/27/2022,869.716,18.78,0.77
France,7/28/2022,765.24,18.78,0.75
France,7/29/2022,675.076,18.78,0.75
France,7/30/2022,0,18.78,0.73
France,7/31/2022,0,18.78,0.72
France,8/1/2022,1187.476,11.11,0.7
France,8/2/2022,811.812,11.11,0.69
France,8/3/2022,575.302,11.11,0.69
France,8/4/2022,501.305,11.11,0.69
France,8/5/2022,453.739,11.11,0.7
France,8/6/2022,0,11.11,0.7
France,8/7/2022,0,11.11,0.7
France,8/8/2022,817.775,11.11,0.69
France,8/9/2022,567.026,11.11,0.69
France,8/10/2022,401.664,11.11,0.7
France,8/11/2022,360.594,11.11,0.71
France,8/12/2022,335.766,11.11,0.72
France,8/13/2022,0,11.11,0.73
France,8/14/2022,0,11.11,0.73
France,8/15/2022,2.165,11.11,0.74
France,8/16/2022,719.81,11.11,0.78
France,8/17/2022,530.168,11.11,0.81
France,8/18/2022,350.108,11.11,0.83
France,8/19/2022,300.139,11.11,0.84
France,8/20/2022,0,11.11,0.85
France,8/21/2022,0,11.11,0.86
France,8/22/2022,574.026,11.11,0.87
France,8/23/2022,429.949,0,0.87
France,8/24/2022,315.757,0,0.88
France,8/25/2022,294.221,0,0.89
France,8/26/2022,268.696,0,0.91
France,8/27/2022,0,0,0.92
France,8/28/2022,0,0,0.93
France,8/29/2022,530.228,0,0.94
France,8/30/2022,407.834,0,0.95
France,8/31/2022,285.367,0,0.96
France,9/1/2022,276.557,0,0.97
France,9/2/2022,243.229,0,0.99
France,9/3/2022,0,0,1.01
France,9/4/2022,0,0,1.02
France,9/5/2022,473.644,0,1.04
France,9/6/2022,399.247,0,1.06
France,9/7/2022,298.745,0,1.08
France,9/8/2022,294.652,0,1.11
France,9/9/2022,283.098,0,1.14
France,9/10/2022,0,0,1.17
France,9/11/2022,0,0,1.2
France,9/12/2022,600.961,0,1.23
France,9/13/2022,680.772,0,1.25
France,9/14/2022,437.928,0,1.27
France,9/15/2022,493.355,0,1.27
France,9/16/2022,425.469,0,1.28
France,9/17/2022,0,0,1.28
France,9/18/2022,0,0,1.29
France,9/19/2022,912.432,0,1.3
France,9/20/2022,768.533,0,0
France,9/21/2022,567.322,0,0
France,9/22/2022,570.496,0,0
Canada,3/1/2020,0.131,2.78,0
Canada,3/2/2020,0.183,2.78,0
Canada,3/3/2020,0.157,2.78,0
Canada,3/4/2020,0.21,2.78,0
Canada,3/5/2020,0.315,2.78,0
Canada,3/6/2020,0.498,2.78,0
Canada,3/7/2020,0.21,2.78,0
Canada,3/8/2020,0.577,2.78,0
Canada,3/9/2020,0.629,2.78,2.24
Canada,3/10/2020,0.55,2.78,2.27
Canada,3/11/2020,1.651,13.89,2.32
Canada,3/12/2020,1.599,22.22,2.35
Canada,3/13/2020,2.542,22.22,2.37
Canada,3/14/2020,1.756,24.07,2.38
Canada,3/15/2020,2.516,24.07,2.4
Canada,3/16/2020,3.958,43.52,2.42
Canada,3/17/2020,4.036,43.52,2.43
Canada,3/18/2020,6.369,62.96,2.43
Canada,3/19/2020,6.605,62.96,2.42
Canada,3/20/2020,8.99,73.15,2.4
Canada,3/21/2020,13.183,73.15,2.38
Canada,3/22/2020,11.977,73.15,2.32
Canada,3/23/2020,16.931,74.54,2.26
Canada,3/24/2020,18.32,74.54,2.19
Canada,3/25/2020,15.018,74.54,2.11
Canada,3/26/2020,24.663,74.54,2.05
Canada,3/27/2020,22.776,74.54,1.98
Canada,3/28/2020,24.374,74.54,1.92
Canada,3/29/2020,24.532,74.54,1.86
Canada,3/30/2020,32.289,74.54,1.8
Canada,3/31/2020,32.316,74.54,1.74
Canada,4/1/2020,34.386,76.39,1.68
Canada,4/2/2020,45.053,76.39,1.62
Canada,4/3/2020,34.91,76.39,1.55
Canada,4/4/2020,35.015,74.54,1.5
Canada,4/5/2020,31.162,74.54,1.44
Canada,4/6/2020,39.34,74.54,1.4
Canada,4/7/2020,36.378,74.54,1.35
Canada,4/8/2020,32.394,74.54,1.31
Canada,4/9/2020,36.168,74.54,1.28
Canada,4/10/2020,29.983,74.54,1.26
Canada,4/11/2020,36.063,74.54,1.25
Canada,4/12/2020,35.172,74.54,1.24
Canada,4/13/2020,47.097,74.54,1.24
Canada,4/14/2020,44.267,74.54,1.22
Canada,4/15/2020,45.787,74.54,1.2
Canada,4/16/2020,46.285,74.54,1.19
Canada,4/17/2020,55.72,74.54,1.17
Canada,4/18/2020,39.995,74.54,1.15
Canada,4/19/2020,44.555,74.54,1.13
Canada,4/20/2020,44.87,74.54,1.11
Canada,4/21/2020,41.672,74.54,1.09
Canada,4/22/2020,48.382,74.54,1.07
Canada,4/23/2020,47.412,74.54,1.05
Canada,4/24/2020,42.983,74.54,1.04
Canada,4/25/2020,41.462,74.54,1.02
Canada,4/26/2020,31.739,74.54,1.01
Canada,4/27/2020,43.402,74.54,1
Canada,4/28/2020,39.916,74.54,0.99
Canada,4/29/2020,44.267,74.54,0.98
Canada,4/30/2020,42.956,74.54,0.97
Canada,5/1/2020,47.464,74.54,0.96
Canada,5/2/2020,35.539,74.54,0.95
Canada,5/3/2020,32.997,74.54,0.94
Canada,5/4/2020,36.063,74.54,0.93
Canada,5/5/2020,36.561,74.54,0.92
Canada,5/6/2020,39.733,74.54,0.91
Canada,5/7/2020,33.311,74.54,0.9
Canada,5/8/2020,31.451,74.54,0.89
Canada,5/9/2020,30.035,74.54,0.89
Canada,5/10/2020,27.205,74.54,0.88
Canada,5/11/2020,26.838,72.69,0.88
Canada,5/12/2020,29.275,72.69,0.89
Canada,5/13/2020,32.158,72.69,0.89
Canada,5/14/2020,29.092,72.69,0.89
Canada,5/15/2020,33.311,72.69,0.9
Canada,5/16/2020,30.271,72.69,0.9
Canada,5/17/2020,31.66,72.69,0.9
Canada,5/18/2020,28.463,72.69,0.9
Canada,5/19/2020,26.261,72.69,0.89
Canada,5/20/2020,32.918,72.69,0.89
Canada,5/21/2020,29.223,72.69,0.88
Canada,5/22/2020,28.568,72.69,0.87
Canada,5/23/2020,23.771,72.69,0.86
Canada,5/24/2020,24.977,70.83,0.85
Canada,5/25/2020,25.265,70.83,0.84
Canada,5/26/2020,20.102,70.83,0.83
Canada,5/27/2020,23.195,70.83,0.83
Canada,5/28/2020,20.626,70.83,0.82
Canada,5/29/2020,28.017,70.83,0.82
Canada,5/30/2020,19.971,70.83,0.81
Canada,5/31/2020,19.132,70.83,0.8
Canada,6/1/2020,20.862,70.83,0.78
Canada,6/2/2020,16.433,70.83,0.77
Canada,6/3/2020,17.874,70.83,0.76
Canada,6/4/2020,15.254,70.83,0.74
Canada,6/5/2020,13.812,70.83,0.74
Canada,6/6/2020,13.733,70.83,0.73
Canada,6/7/2020,10.798,70.83,0.73
Canada,6/8/2020,11.82,70.83,0.73
Canada,6/9/2020,11.375,70.83,0.73
Canada,6/10/2020,12.842,70.83,0.73
Canada,6/11/2020,10.798,70.83,0.73
Canada,6/12/2020,12.082,70.83,0.74
Canada,6/13/2020,8.937,70.83,0.74
Canada,6/14/2020,7.915,70.83,0.75
Canada,6/15/2020,9.881,70.83,0.76
Canada,6/16/2020,9.409,70.83,0.77
Canada,6/17/2020,10.169,70.83,0.78
Canada,6/18/2020,10.641,70.83,0.79
Canada,6/19/2020,10.169,70.83,0.8
Canada,6/20/2020,8.256,70.83,0.81
Canada,6/21/2020,8.072,70.83,0.82
Canada,6/22/2020,9.304,68.98,0.83
Canada,6/23/2020,8.334,68.98,0.83
Canada,6/24/2020,8.387,68.98,0.84
Canada,6/25/2020,7.705,68.98,0.85
Canada,6/26/2020,8.57,68.98,0.87
Canada,6/27/2020,10.536,68.98,0.88
Canada,6/28/2020,8.203,68.98,0.89
Canada,6/29/2020,7.758,68.98,0.89
Canada,6/30/2020,8.754,68.98,0.89
Canada,7/1/2020,5.818,68.98,0.9
Canada,7/2/2020,9.147,68.98,0.91
Canada,7/3/2020,8.334,68.98,0.92
Canada,7/4/2020,5.976,68.98,0.93
Canada,7/5/2020,4.115,68.98,0.95
Canada,7/6/2020,9.226,68.98,0.97
Canada,7/7/2020,8.203,68.98,0.99
Canada,7/8/2020,8.413,68.98,1.01
Canada,7/9/2020,8.754,67.13,1.03
