location,date,new_cases_per_million,stringency_index,reproduction_rate
Australia,4/19/2021,0.887,75.46,1.32
Australia,4/20/2021,0.772,75.46,1.31
Australia,4/21/2021,0.694,75.46,1.31
Australia,4/22/2021,1.697,75.46,1.32
Australia,4/23/2021,0.579,75.46,1.25
Australia,4/24/2021,0.386,75.46,1.2
Australia,4/25/2021,0.656,75.46,1.19
Australia,4/26/2021,1.427,75.46,1.19
Australia,4/27/2021,1.273,75.46,1.14
Australia,4/28/2021,0.887,75.46,1.07
Australia,4/29/2021,0.964,75.46,1.01
Australia,4/30/2021,0.502,75.46,0.94
Australia,5/1/2021,0.502,75.46,0.88
Australia,5/2/2021,0.54,75.46,0.84
Australia,5/3/2021,0.463,75.46,0.81
Australia,5/4/2021,0.579,75.46,0.8
Australia,5/5/2021,0.733,75.46,0.79
Australia,5/6/2021,0.347,75.46,0.76
Australia,5/7/2021,0.502,75.46,0.75
Australia,5/8/2021,0.617,75.46,0.73
Australia,5/9/2021,0.347,75.46,0.69
Australia,5/10/2021,0.27,75.46,0.66
Australia,5/11/2021,0.309,75.46,0.65
Australia,5/12/2021,0.347,75.46,0.64
Australia,5/13/2021,0.077,75.46,0.65
Australia,5/14/2021,0.27,75.46,0.67
Australia,5/15/2021,0.424,75.46,0.69
Australia,5/16/2021,0.116,75.46,0.69
Australia,5/17/2021,0.193,75.46,0.71
Australia,5/18/2021,0.347,75.46,0.75
Australia,5/19/2021,0.116,75.46,0.77
Australia,5/20/2021,0.154,75.46,0.83
Australia,5/21/2021,0.154,75.46,0.9
Australia,5/22/2021,0.154,75.46,0.99
Australia,5/23/2021,0.463,75.46,1.11
Australia,5/24/2021,0.386,75.46,1.18
Australia,5/25/2021,0.656,75.46,1.24
Australia,5/26/2021,0.656,75.46,1.24
Australia,5/27/2021,0.424,75.46,1.21
Australia,5/28/2021,0.347,75.46,1.17
Australia,5/29/2021,0.502,73.61,1.14
Australia,5/30/2021,0.347,73.61,1.11
Australia,5/31/2021,0.502,73.61,1.1
Australia,6/1/2021,0.231,73.61,1.08
Australia,6/2/2021,0.502,73.61,1.09
Australia,6/3/2021,0.154,73.61,1.1
Australia,6/4/2021,0.617,73.61,1.14
Australia,6/5/2021,0.617,73.61,1.15
Australia,6/6/2021,0.694,73.61,1.13
Australia,6/7/2021,0.54,73.61,1.09
Australia,6/8/2021,0.193,73.61,1.03
Australia,6/9/2021,0.579,73.61,1.02
Australia,6/10/2021,0.116,73.61,1.01
Australia,6/11/2021,0.231,73.61,1.02
Australia,6/12/2021,0.54,73.61,1.07
Australia,6/13/2021,0.54,73.61,1.09
Australia,6/14/2021,0.424,73.61,1.12
Australia,6/15/2021,0.502,73.61,1.14
Australia,6/16/2021,0.579,73.61,1.15
Australia,6/17/2021,0.309,73.61,1.17
Australia,6/18/2021,0.502,73.61,1.21
Australia,6/19/2021,0.347,73.61,1.25
Australia,6/20/2021,0.926,73.61,1.32
Australia,6/21/2021,0.424,73.61,1.35
Australia,6/22/2021,0.54,73.61,1.4
Australia,6/23/2021,0.926,73.61,1.47
Australia,6/24/2021,0.772,73.61,1.52
Australia,6/25/2021,1.273,69.91,1.57
Australia,6/26/2021,1.62,69.91,1.59
Australia,6/27/2021,1.119,69.91,1.55
Australia,6/28/2021,1.235,69.91,1.54
Australia,6/29/2021,1.62,69.91,1.52
Australia,6/30/2021,1.582,69.91,1.49
Australia,7/1/2021,1.582,69.91,1.46
Australia,7/2/2021,1.929,69.91,1.42
Australia,7/3/2021,0.733,69.91,1.37
Australia,7/4/2021,1.968,69.91,1.38
Australia,7/5/2021,1.042,69.91,1.37
Australia,7/6/2021,1.157,69.91,1.39
Australia,7/7/2021,1.62,69.91,1.45
Australia,7/8/2021,1.852,69.91,1.52
Australia,7/9/2021,2.469,69.91,1.59
Australia,7/10/2021,3.279,69.91,1.66
Australia,7/11/2021,4.668,69.91,1.69
Australia,7/12/2021,3.935,69.91,1.66
Australia,7/13/2021,4.089,69.91,1.62
Australia,7/14/2021,3.241,69.91,1.58
Australia,7/15/2021,4.359,69.91,1.56
Australia,7/16/2021,5.594,60.65,1.54
Australia,7/17/2021,4.938,65.37,1.5
Australia,7/18/2021,4.514,65.32,1.46
Australia,7/19/2021,4.012,65.23,1.44
Australia,7/20/2021,5.632,65.16,1.43
Australia,7/21/2021,6.173,65.07,1.42
Australia,7/22/2021,6.018,64.99,1.41
Australia,7/23/2021,6.597,64.91,1.4
Australia,7/24/2021,6.365,64.86,1.38
Australia,7/25/2021,6.327,64.82,1.38
Australia,7/26/2021,7.098,64.73,1.38
Australia,7/27/2021,7.986,64.68,1.38
Australia,7/28/2021,9.76,64.62,1.37
Australia,7/29/2021,7.06,64.56,1.35
Australia,7/30/2021,8.526,64.51,1.34
Australia,7/31/2021,9.76,64.47,1.34
Australia,8/1/2021,8.835,64.44,1.33
Australia,8/2/2021,8.642,64.42,1.33
Australia,8/3/2021,9.76,60.65,1.34
Australia,8/4/2021,11.651,60.62,1.34
Australia,8/5/2021,11.844,60.58,1.35
Australia,8/6/2021,13.618,62.81,1.35
Australia,8/7/2021,10.686,62.8,1.34
Australia,8/8/2021,11.651,62.79,1.35
Australia,8/9/2021,14.66,61.04,1.36
Australia,8/10/2021,14.158,61.02,1.37
Australia,8/11/2021,14.351,60.99,1.37
Australia,8/12/2021,16.049,60.97,1.39
Australia,8/13/2021,19.019,60.94,1.41
Australia,8/14/2021,16.936,60.92,1.42
Australia,8/15/2021,19.984,60.91,1.44
Australia,8/16/2021,18.595,60.88,1.46
Australia,8/17/2021,26.118,60.85,1.49
Australia,8/18/2021,28.818,60.83,1.5
Australia,8/19/2021,27.275,60.81,1.5
Australia,8/20/2021,34.374,60.79,1.5
Australia,8/21/2021,34.991,60.77,1.49
Australia,8/22/2021,34.489,60.76,1.47
Australia,8/23/2021,32.175,60.74,1.45
Australia,8/24/2021,37.46,60.72,1.44
Australia,8/25/2021,43.015,64.41,1.42
Australia,8/26/2021,37.653,68.07,1.41
Australia,8/27/2021,43.169,68.07,1.4
Australia,8/28/2021,50.962,68.06,1.4
Australia,8/29/2021,52.274,68.06,1.39
Australia,8/30/2021,48.493,68.05,1.37
Australia,8/31/2021,47.259,68.05,1.35
Australia,9/1/2021,56.595,68.04,1.34
Australia,9/2/2021,63.578,69.89,1.34
Australia,9/3/2021,67.165,69.89,1.32
Australia,9/4/2021,64.426,69.88,1.29
Australia,9/5/2021,59.257,69.88,1.27
Australia,9/6/2021,56.556,69.88,1.24
Australia,9/7/2021,65.429,66.11,1.23
Australia,9/8/2021,66.548,66.1,1.21
Australia,9/9/2021,72.142,63.3,1.19
Australia,9/10/2021,80.051,63.29,1.18
Australia,9/11/2021,62.343,63.28,1.15
Australia,9/12/2021,66.355,63.28,1.13
Australia,9/13/2021,60.877,63.26,1.11
Australia,9/14/2021,63.385,66.96,1.09
Australia,9/15/2021,71.602,66.95,1.08
Australia,9/16/2021,69.442,66.94,1.07
Australia,9/17/2021,71.602,66.92,1.05
Australia,9/18/2021,60.646,65.06,1.05
Australia,9/19/2021,57.868,65.05,1.04
Australia,9/20/2021,61.031,65.04,1.04
Australia,9/21/2021,64.002,65.03,1.04
Australia,9/22/2021,69.789,65.02,1.04
Australia,9/23/2021,68.053,65.84,1.05
Australia,9/24/2021,71.949,64.99,1.06
Australia,9/25/2021,67.59,64.98,1.06
Australia,9/26/2021,56.788,64.97,1.07
Australia,9/27/2021,72.528,64.96,1.09
Australia,9/28/2021,69.904,64.95,1.1
Australia,9/29/2021,92.589,64.94,1.11
Australia,9/30/2021,79.395,64.92,1.11
Australia,10/1/2021,90.081,64.91,1.11
Australia,10/2/2021,72.219,64.9,1.11
Australia,10/3/2021,78.045,64.9,1.11
Australia,10/4/2021,92.164,64.88,1.12
Australia,10/5/2021,78.16,64.88,1.1
Australia,10/6/2021,85.49,64.86,1.09
Australia,10/7/2021,97.372,64.86,1.09
Australia,10/8/2021,97.025,64.84,1.09
Australia,10/9/2021,92.203,64.84,1.08
Australia,10/10/2021,80.861,64.83,1.06
Australia,10/11/2021,71.293,64.83,1.05
Australia,10/12/2021,78.276,64.81,1.04
Australia,10/13/2021,105.86,64.8,1.04
Australia,10/14/2021,97.681,64.79,1.03
Australia,10/15/2021,89.155,64.78,1.02
Australia,10/16/2021,83.831,64.78,1.01
Australia,10/17/2021,79.433,64.77,1
Australia,10/18/2021,78.623,64.76,0.99
Australia,10/19/2021,80.899,64.75,0.98
Australia,10/20/2021,98.144,64.74,0.97
Australia,10/21/2021,98.26,64.73,0.96
Australia,10/22/2021,72.644,64.72,0.94
Australia,10/23/2021,83.87,61.01,0.93
Australia,10/24/2021,64.966,61.01,0.91
Australia,10/25/2021,68.901,60.99,0.9
Australia,10/26/2021,71.37,60.98,0.88
Australia,10/27/2021,78.623,60.98,0.86
Australia,10/28/2021,72.759,60.97,0.85
Australia,10/29/2021,61.301,60.96,0.83
Australia,10/30/2021,45.716,61.67,0.82
Australia,10/31/2021,56.556,61.67,0.83
Australia,11/1/2021,43.787,64.43,0.82
Australia,11/2/2021,42.861,64.42,0.82
Australia,11/3/2021,59.295,64.41,0.84
Australia,11/4/2021,60.954,64.4,0.85
Australia,11/5/2021,59.18,64.39,0.87
Australia,11/6/2021,53.509,64.39,0.88
Australia,11/7/2021,48.763,64.38,0.89
Australia,11/8/2021,49.844,64.37,0.89
Australia,11/9/2021,46.333,64.36,0.89
Australia,11/10/2021,60.028,64.35,0.89
Australia,11/11/2021,54.55,64.34,0.9
Australia,11/12/2021,56.016,64.33,0.9
Australia,11/13/2021,43.015,64.33,0.9
Australia,11/14/2021,38.386,64.32,0.91
Australia,11/15/2021,39.119,64.31,0.92
Australia,11/16/2021,47.375,64.31,0.93
Australia,11/17/2021,48.879,64.3,0.94
Australia,11/18/2021,58.061,64.29,0.97
Australia,11/19/2021,52.467,64.28,0.99
Australia,11/20/2021,56.518,57.97,1
Australia,11/21/2021,46.564,57.97,1.01
Australia,11/22/2021,38.656,64.26,1.01
Australia,11/23/2021,56.479,64.26,1.02
Australia,11/24/2021,58.91,64.25,1.02
Australia,11/25/2021,62.767,64.25,1.03
Australia,11/26/2021,57.096,68.46,1.03
Australia,11/27/2021,47.645,68.46,1.03
Australia,11/28/2021,44.558,68.46,1.03
Australia,11/29/2021,42.398,68.46,1.04
Australia,11/30/2021,54.666,68.46,1.05
Australia,12/1/2021,65.661,68.45,1.06
Australia,12/2/2021,58.717,68.45,1.07
Australia,12/3/2021,65.892,64.75,1.09
Australia,12/4/2021,48.185,64.74,1.1
Australia,12/5/2021,49.574,64.74,1.12
Australia,12/6/2021,55.322,61.03,1.13
Australia,12/7/2021,65.777,61.03,1.15
Australia,12/8/2021,63.809,61.03,1.17
Australia,12/9/2021,66.008,61.03,1.2
Australia,12/10/2021,67.783,61.02,1.25
Australia,12/11/2021,59.527,61.02,1.3
Australia,12/12/2021,71.1,61.02,1.37
Australia,12/13/2021,76,61.02,1.43
Australia,12/14/2021,108.367,61.02,1.5
Australia,12/15/2021,132.055,61.01,1.55
Australia,12/16/2021,146.676,61.01,1.6
Australia,12/17/2021,154.97,61.01,1.65
Australia,12/18/2021,148.991,61.01,1.68
Australia,12/19/2021,155.51,58.87,1.72
Australia,12/20/2021,173.295,58.87,1.76
Australia,12/21/2021,213.378,58.87,1.81
Australia,12/22/2021,322.402,60.72,1.86
Australia,12/23/2021,317.039,60.72,1.9
Australia,12/24/2021,380.192,64.41,1.94
Australia,12/25/2021,364.915,64.41,1.97
Australia,12/26/2021,381.311,64.41,2.01
Australia,12/27/2021,455.112,64.41,2.06
Australia,12/28/2021,681.993,64.41,2.11
Australia,12/29/2021,824.387,64.41,2.16
Australia,12/30/2021,1304.382,64.41,2.2
Australia,12/31/2021,1171.363,68.11,2.19
Australia,1/1/2022,1445.117,68.1,2.18
Australia,1/2/2022,1142.236,68.1,2.15
Australia,1/3/2022,1726.201,71.81,2.15
Australia,1/4/2022,2758.179,71.81,2.14
Australia,1/5/2022,2909.831,71.8,2.09
Australia,1/6/2022,3017.967,71.8,2.02
Australia,1/7/2022,3784.255,71.79,1.96
Australia,1/8/2022,4317.218,71.79,1.88
Australia,1/9/2022,2809.836,71.79,1.77
Australia,1/10/2022,3618.907,71.78,1.68
Australia,1/11/2022,3256.345,71.78,1.59
Australia,1/12/2022,6761.714,71.78,1.54
Australia,1/13/2022,4945.201,71.77,1.43
Australia,1/14/2022,3328.872,71.77,1.32
Australia,1/15/2022,4354.254,71.76,1.23
Australia,1/16/2022,2310.512,71.76,1.14
Australia,1/17/2022,3254.3,68.05,1.06
Australia,1/18/2022,3264.33,64.34,0.99
Australia,1/19/2022,2608.069,71.75,0.92
Australia,1/20/2022,2466.756,71.75,0.88
Australia,1/21/2022,1665.285,71.74,0.85
Australia,1/22/2022,2591.789,71.73,0.84
Australia,1/23/2022,1243.543,71.72,0.83
Australia,1/24/2022,2238.409,71.72,0.82
Australia,1/25/2022,2041.581,71.71,0.81
Australia,1/26/2022,1968.127,71.7,0.8
Australia,1/27/2022,2554.792,71.69,0.81
Australia,1/28/2022,2545.418,71.68,0.81
Australia,1/29/2022,1823.149,71.68,0.8
Australia,1/30/2022,1416.569,71.67,0.78
Australia,1/31/2022,0,71.65,0.76
Australia,2/1/2022,1548.778,71.65,0.73
Australia,2/2/2022,934.683,71.64,0.71
Australia,2/3/2022,1241.422,71.63,0.71
Australia,2/4/2022,1054.585,66.06,0.71
Australia,2/5/2022,886.73,66.06,0.72
Australia,2/6/2022,973.995,66.05,0.73
Australia,2/7/2022,1056.013,66.04,0.73
Australia,2/8/2022,1215.613,66.03,0.74
Australia,2/9/2022,442.998,66.03,0.73
Australia,2/10/2022,1205.582,66.02,0.77
Australia,2/11/2022,870.488,66.01,0.79
Australia,2/12/2022,987.883,66.01,0.82
Australia,2/13/2022,474.093,66,0.84
Australia,2/14/2022,1192.581,66,0.87
Australia,2/15/2022,941.087,65.99,0.88
Australia,2/16/2022,0,65.98,0.9
Australia,2/17/2022,876.854,65.97,0.93
Australia,2/18/2022,895.68,65.97,0.95
Australia,2/19/2022,670.342,65.97,0.96
Australia,2/20/2022,702.864,65.96,0.98
Australia,2/21/2022,970.754,54.07,0.99
Australia,2/22/2022,973.3,54.07,1
Australia,2/23/2022,958.756,54.06,1
Australia,2/24/2022,1028.892,54.05,1.01
Australia,2/25/2022,763.973,54.04,1.02
Australia,2/26/2022,676.785,54.04,1.04
Australia,2/27/2022,828.746,54.03,1.06
Australia,2/28/2022,980.592,45.77,1.07
Australia,3/1/2022,839.278,44.27,1.08
Australia,3/2/2022,1543.608,44.26,1.11
Australia,3/3/2022,970.6,44.26,1.11
Australia,3/4/2022,876.352,44.24,1.11
Australia,3/5/2022,670.342,44.24,1.13
Australia,3/6/2022,855.751,44.23,1.16
Australia,3/7/2022,1734.572,44.57,1.2
Australia,3/8/2022,1184.017,44.57,1.19
Australia,3/9/2022,1401.754,44.56,1.19
Australia,3/10/2022,1222.518,44.56,1.2
Australia,3/11/2022,1353.222,44.55,1.21
Australia,3/12/2022,1292.191,44.54,1.22
Australia,3/13/2022,1020.019,44.54,1.23
Australia,3/14/2022,1111.18,38.73,1.24
Australia,3/15/2022,2095.167,38.73,1.27
Australia,3/16/2022,2204.691,38.72,1.28
Australia,3/17/2022,1896.757,38.72,1.27
Australia,3/18/2022,1811.344,38.71,1.26
Australia,3/19/2022,1576.091,38.7,1.25
Australia,3/20/2022,1667.754,38.7,1.24
Australia,3/21/2022,2047.098,38.69,1.23
Australia,3/22/2022,2220.431,38.68,1.22
Australia,3/23/2022,2303.298,38.67,1.2
Australia,3/24/2022,2576.358,38.67,1.19
Australia,3/25/2022,1851.311,38.67,1.17
Australia,3/26/2022,1803.512,38.66,1.16
Australia,3/27/2022,1966.391,38.66,1.15
Australia,3/28/2022,2150.295,35.87,1.13
Australia,3/29/2022,2527.787,35.86,1.11
Australia,3/30/2022,2323.938,35.85,1.1
Australia,3/31/2022,2522.463,35.84,1.09
Australia,4/1/2022,2125.567,35.83,1.07
Australia,4/2/2022,1855.516,35.83,1.06
Australia,4/3/2022,1566.678,35.83,1.04
Australia,4/4/2022,2142.811,35.83,1.04
Australia,4/5/2022,2924.144,35.82,1.03
Australia,4/6/2022,2415.331,33.54,1.01
Australia,4/7/2022,2333.274,33.54,0.99
Australia,4/8/2022,1902.582,32.53,0.97
Australia,4/9/2022,1505.531,32.52,0.96
Australia,4/10/2022,1879.705,32.52,0.95
Australia,4/11/2022,1784.917,21.29,0.93
Australia,4/12/2022,2045.323,21.28,0.92
Australia,4/13/2022,2110.598,21.28,0.91
Australia,4/14/2022,1793.868,21.28,0.9
Australia,4/15/2022,1411.206,21.27,0.9
Australia,4/16/2022,1511.395,21.27,0.9
Australia,4/17/2022,1248.597,21.27,0.91
Australia,4/18/2022,1621.537,21.27,0.91
Australia,4/19/2022,1951.307,21.27,0.92
Australia,4/20/2022,2079.427,21.27,0.92
Australia,4/21/2022,1923.067,21.24,0.93
Australia,4/22/2022,1435.472,21.24,0.92
Australia,4/23/2022,1352.258,21.24,0.92
Australia,4/24/2022,1300.447,21.23,0.92
Australia,4/25/2022,1445.927,21.23,0.92
Australia,4/26/2022,1539.634,21.23,0.92
Australia,4/27/2022,1962.726,21.23,0.94
Australia,4/28/2022,1611.815,21.23,0.94
Australia,4/29/2022,1472.623,21.22,0.95
Australia,4/30/2022,988.153,21.22,0.96
Australia,5/1/2022,1512.938,21.22,0.98
Australia,5/2/2022,1461.397,21.22,0.99
Australia,5/3/2022,1632.802,21.22,1.01
Australia,5/4/2022,2247.514,21.21,1.02
Australia,5/5/2022,1574.432,21.21,1.03
Australia,5/6/2022,1390.181,21.21,1.04
Australia,5/7/2022,1497.082,21.2,1.06
Australia,5/8/2022,1560.775,21.2,1.07
Australia,5/9/2022,1853.047,21.2,1.08
Australia,5/10/2022,2201.065,21.2,1.09
Australia,5/11/2022,2212.407,21.2,1.08
Australia,5/12/2022,1833.102,21.19,1.08
Australia,5/13/2022,1986.259,21.19,1.08
Australia,5/14/2022,1608.652,21.19,1.08
Australia,5/15/2022,1765.898,21.19,1.08
Australia,5/16/2022,2602.321,21.19,1.07
Australia,5/17/2022,2178.188,21.19,1.03
Australia,5/18/2022,2082.667,21.19,1
Australia,5/19/2022,1937.766,21.18,0.98
Australia,5/20/2022,1793.327,21.18,0.96
Australia,5/21/2022,1485.74,21.18,0.94
Australia,5/22/2022,1315.03,21.17,0.92
Australia,5/23/2022,1653.789,21.17,0.9
Australia,5/24/2022,1766.592,19.65,0.88
Australia,5/25/2022,1775.697,19.64,0.86
Australia,5/26/2022,1526.286,19.64,0.85
Australia,5/27/2022,1258.473,19.64,0.84
Australia,5/28/2022,1036.878,19.63,0.83
Australia,5/29/2022,999.804,19.63,0.83
Australia,5/30/2022,1310.747,19.63,0.82
Australia,5/31/2022,1377.758,19.63,0.82
Australia,6/1/2022,1300.717,18.64,0.82
Australia,6/2/2022,1230.542,18.64,0.82
Australia,6/3/2022,1061.722,18.64,0.83
Australia,6/4/2022,776.472,18.64,0.84
Australia,6/5/2022,897.069,18.64,0.85
Australia,6/6/2022,1061.028,18.64,0.85
Australia,6/7/2022,1281.698,18.64,0.86
Australia,6/8/2022,1251.221,18.64,0.87
Australia,6/9/2022,1139.921,18.63,0.88
Australia,6/10/2022,1006.323,18.63,0.88
Australia,6/11/2022,632.419,18.63,0.89
Australia,6/12/2022,805.522,18.63,0.91
Australia,6/13/2022,993.901,18.63,0.92
Australia,6/14/2022,1194.394,18.63,0.94
Australia,6/15/2022,1247.054,18.63,0.95
Australia,6/16/2022,1148.293,18.62,0.97
Australia,6/17/2022,958.409,18.62,0.98
Australia,6/18/2022,871.8,18.62,0.99
Australia,6/19/2022,942.013,18.62,1
Australia,6/20/2022,1128.656,16.66,1.01
Australia,6/21/2022,1269.044,16.66,1.02
Australia,6/22/2022,1235.828,16.66,1.02
Australia,6/23/2022,998.492,16.66,1.02
Australia,6/24/2022,1278.843,16.66,1.04
Australia,6/25/2022,827.01,16.66,1.05
Australia,6/26/2022,1002.929,16.66,1.06
Australia,6/27/2022,1212.14,16.66,1.07
Australia,6/28/2022,931.172,16.66,1.08
Australia,6/29/2022,1892.706,16.66,1.1
Australia,6/30/2022,1301.874,16.66,1.1
Australia,7/1/2022,1166.463,16.66,1.11
Australia,7/2/2022,1165.653,16.66,1.12
Australia,7/3/2022,1146.673,16.65,1.12
Australia,7/4/2022,1410.126,16.65,1.13
Australia,7/5/2022,1674.428,16.65,1.13
Australia,7/6/2022,1663.896,16.65,1.12
Australia,7/7/2022,1610.388,16.65,1.12
Australia,7/8/2022,1308.278,16.65,1.11
Australia,7/9/2022,1339.836,16.65,1.11
Australia,7/10/2022,1100.648,16.65,1.11
Australia,7/11/2022,1725.39,16.65,1.12
Australia,7/12/2022,1713.47,16.65,1.11
Australia,7/13/2022,1816.86,16.65,1.11
Australia,7/14/2022,1495.655,16.65,1.1
Australia,7/15/2022,1648.195,16.64,1.11
Australia,7/16/2022,1501.249,16.64,1.12
Australia,7/17/2022,1457.771,16.64,1.12
Australia,7/18/2022,2005.047,16.64,1.12
Australia,7/19/2022,1886.572,16.64,1.1
Australia,7/20/2022,2121.4,19.42,1.09
Australia,7/21/2022,1999.414,19.42,1.07
Australia,7/22/2022,1786.576,16.64,1.05
Australia,7/23/2022,1467.762,16.64,1.04
Australia,7/24/2022,1264.955,16.64,1.02
Australia,7/25/2022,1914.503,16.64,1.01
Australia,7/26/2022,1908.099,16.64,0.99
Australia,7/27/2022,1816.089,16.64,0.97
Australia,7/28/2022,1704.018,16.64,0.95
Australia,7/29/2022,1930.552,16.64,0.94
Australia,7/30/2022,1228.575,16.64,0.92
Australia,7/31/2022,1061.298,16.64,0.89
Australia,8/1/2022,1444.499,16.64,0.87
Australia,8/2/2022,1695.222,16.64,0.85
Australia,8/3/2022,1435.665,16.64,0.82
Australia,8/4/2022,1255.58,16.64,0.79
Australia,8/5/2022,1098.681,16.63,0.78
Australia,8/6/2022,872.494,16.63,0.78
Australia,8/7/2022,694.801,16.63,0.76
Australia,8/8/2022,1103.503,19.41,0.75
Australia,8/9/2022,965.392,19.41,0.74
Australia,8/10/2022,768.37,19.41,0.72
Australia,8/11/2022,1177.69,19.41,0.72
Australia,8/12/2022,720.61,19.41,0.73
Australia,8/13/2022,621.617,19.41,0.73
Australia,8/14/2022,599.628,19.41,0.73
Australia,8/15/2022,704.021,19.41,0.73
Australia,8/16/2022,803.554,19.41,0.72
Australia,8/17/2022,810.691,19.41,0.71
Australia,8/18/2022,659.154,19.41,0.69
Australia,8/19/2022,578.486,19.4,0.7
Australia,8/20/2022,352.994,19.4,0.7
Australia,8/21/2022,402.375,19.4,0.71
Australia,8/22/2022,449.017,19.4,0.71
Australia,8/23/2022,579.644,19.4,0.71
Australia,8/24/2022,448.515,19.4,0.71
Australia,8/25/2022,624.858,19.4,0.72
Australia,8/26/2022,431.193,19.4,0.74
Australia,8/27/2022,357.045,19.4,0.75
Australia,8/28/2022,335.171,19.4,0.76
Australia,8/29/2022,469.926,16.62,0.76
Australia,8/30/2022,483.699,16.62,0.75
Australia,8/31/2022,443.886,16.62,0.74
Australia,9/1/2022,369.043,16.62,0.71
Australia,9/2/2022,352.879,16.62,0.73
Australia,9/3/2022,228.964,16.61,0.74
Australia,9/4/2022,237.567,16.61,0.75
Australia,9/5/2022,397.9,16.61,0.75
Australia,9/6/2022,455.189,19.39,0.74
Australia,9/7/2022,318.968,19.39,0.71
Australia,9/8/2022,305.62,19.39,0.66
Australia,9/9/2022,20.755,19.39,0.67
Australia,9/10/2022,118.899,19.39,0.7
Australia,9/11/2022,169.476,19.39,0.73
Australia,9/12/2022,69.48,19.39,0.76
Australia,9/13/2022,72.181,19.39,0.82
Australia,9/14/2022,0,19.39,0.92
Australia,9/15/2022,1070.981,19.39,1.06
Australia,9/16/2022,257.705,19.39,0.98
Australia,9/17/2022,43.555,19.39,0.89
Australia,9/18/2022,45.06,19.39,0.83
Australia,9/19/2022,62.806,19.39,0.8
Australia,9/20/2022,60.491,0,0
Australia,9/21/2022,57.559,0,0
Australia,9/22/2022,1368.5,0,0
